officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Kagvadar B.O,365545,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Nageshri S.O,Amreli H.O,NA,NA
Kamigadh B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Kanatalav B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Kanchardi B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Kariyana B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Karjala B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Karmdadi B.O,365660,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Sarsiya S.O,Amreli H.O,NA,NA
Katar B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Katrodi B.O,364525,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vanda S.O,Amreli H.O,NA,NA
Kerala B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Kerala B.O,365630,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chalala S.O,Amreli H.O,NA,NA
Kerala-j B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Keriyachad B.O,365630,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chalala S.O,Amreli H.O,NA,NA
Keriyanagas B.O,365601,B.O directly a/w Head Office,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,NA,Amreli H.O,NA,NA
Khadadhar B.O,365650,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Khambha S.O,Amreli H.O,NA,NA
Khadkala B.O,364521,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Jira S.O,Amreli H.O,NA,NA
Khadkhad B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Khakhbai B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Khakhriya B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Khalpar B.O,364525,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vanda S.O,Amreli H.O,NA,NA
Khambha S.O,365650,S.O,Delivery,Amreli,Rajkot,Gujarat,Khambha,Amreli,GUJARAT,02797-260535,NA,Amreli H.O,NA,NA
Khambhala B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Khara B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Khari B.O,365456,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vaghaniya S.O,Amreli H.O,NA,NA
Khasdali B.O,364530,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vijpadi S.O,Amreli H.O,NA,NA
Kherali-moti B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Khicha B.O,365640,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dhari S.O,Amreli H.O,NA,NA
Khijadia(Khan) B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Khijadia-khara B.O,365456,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vaghaniya S.O,Amreli H.O,NA,NA
Khisari B.O,365660,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Sarsiya S.O,Amreli H.O,NA,NA
Khjadia( R.S. B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Khjuripipalia B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Kotadi B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Kotdapitha B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Babra,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Kotdapitha B.O,365640,B.O,Delivery,Amreli,Rajkot,Gujarat,Dhari,Amreli,GUJARAT,NA,Dhari S.O,Amreli H.O,NA,NA
Kovaya B.O,365541,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,UTCL Kovaya S.O,Amreli H.O,NA,NA
Krankach S.O,365565,S.O,Delivery,Amreli,Rajkot,Gujarat,Liliya,Amreli,GUJARAT,02793-232020,NA,Amreli H.O,NA,NA
Kubda B.O,365640,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dhari S.O,Amreli H.O,NA,NA
Kumbhariya B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Kunkavav S.O,365450,S.O,Delivery,Amreli,Rajkot,Gujarat,Kunkvav-vadia,Amreli,GUJARAT,02796-238421,NA,Amreli H.O,NA,NA
Kutana B.O,365565,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Krankach S.O,Amreli H.O,NA,NA
Lakhapadar B.O,365460,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lunidhar S.O,Amreli H.O,NA,NA
Lakhapadar B.O,365635,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Motasamdhiyala S.O,Amreli H.O,NA,NA
Lalavadar B.O,365601,B.O directly a/w Head Office,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,NA,Amreli H.O,NA,NA
Lathi S.O (Amreli),365430,S.O,Delivery,Amreli,Rajkot,Gujarat,Lathi,Amreli,GUJARAT,02793-250412,NA,Amreli H.O,NA,NA
Light House B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Savar Kundla,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Likhala B.O,364522,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Badhada S.O,Amreli H.O,NA,NA
Liliya S.O,365535,S.O,Delivery,Amreli,Rajkot,Gujarat,Liliya,Amreli,GUJARAT,02793-236520,NA,Amreli H.O,NA,NA
Lonhtpur B.O,365540,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Jafrabad S.O (Amreli),Amreli H.O,NA,NA
Lunghiya B.O,365645,B.O,Delivery,Amreli,Rajkot,Gujarat,Dhari,Amreli,GUJARAT,NA,Bhader S.O,Amreli H.O,NA,NA
Lunidhar S.O,365460,S.O,Delivery,Amreli,Rajkot,Gujarat,Kunkvav-vadia,Amreli,GUJARAT,02792-286350,NA,Amreli H.O,NA,NA
Lunki B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Lunsapur B.O,365540,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Jafrabad S.O (Amreli),Amreli H.O,NA,NA
Luvara B.O,364522,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Badhada S.O,Amreli H.O,NA,NA
Luvariya B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Machyalanana B.O,365601,B.O directly a/w Head Office,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,NA,Amreli H.O,NA,NA
Malila B.O,365630,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chalala S.O,Amreli H.O,NA,NA
Malsika B.O,365640,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dhari S.O,Amreli H.O,NA,NA
Mandal B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Mandardi B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Manekvada B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Mangvapal B.O,365601,B.O directly a/w Head Office,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,NA,Amreli H.O,NA,NA
Matirala B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Mavjinjva B.O,365456,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vaghaniya S.O,Amreli H.O,NA,NA
Meghapipalia B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Mekda B.O,364525,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vanda S.O,Amreli H.O,NA,NA
Meriyana B.O,364522,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Badhada S.O,Amreli H.O,NA,NA
Mitiyala B.O,364522,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Badhada S.O,Amreli H.O,NA,NA
Moldi B.O,364521,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Jira S.O,Amreli H.O,NA,NA
Monpur B.O,365620,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chital S.O,Amreli H.O,NA,NA
Monvel B.O,365645,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bhader S.O,Amreli H.O,NA,NA
Morangi B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Mota-agariya B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Mota-ankadiya S.O,365455,S.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,02792-286137,NA,Amreli H.O,NA,NA
Mota-devaliya B.O,365410,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chamaradi S.O,Amreli H.O,NA,NA
Mota-kankot B.O,365535,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Liliya S.O,Amreli H.O,NA,NA
Mota-mandvada B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Motamansa B.O,362730,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Timbi S.O,Amreli H.O,NA,NA
Mota-munjiyasar B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Motasamdhiyala S.O,365635,S.O,Delivery,Amreli,Rajkot,Gujarat,Khambha,Amreli,GUJARAT,02797-273338,NA,Amreli H.O,NA,NA
Mota-ujla B.O,365450,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Kunkavav S.O,Amreli H.O,NA,NA
Mota-zinjuda B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Nadala B.O,365410,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chamaradi S.O,Amreli H.O,NA,NA
Nagadhra B.O,365635,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Motasamdhiyala S.O,Amreli H.O,NA,NA
Nageshri S.O,365545,S.O,Delivery,Amreli,Rajkot,Gujarat,Jafrabad,Amreli,GUJARAT,02794-282864,NA,Amreli H.O,NA,NA
Najapur B.O,365456,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vaghaniya S.O,Amreli H.O,NA,NA
Nana Rajkot B.O,365435,B.O,Delivery,Amreli,Rajkot,Gujarat,Lathi,Amreli,GUJARAT,NA,Chavand S.O,Amreli H.O,NA,NA
Nanaliliya B.O,365535,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Liliya S.O,Amreli H.O,NA,NA
Nanan-bhmodra B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Nani-dhari B.O,365635,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Motasamdhiyala S.O,Amreli H.O,NA,NA
Nani-kunkavav B.O,365450,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Kunkavav S.O,Amreli H.O,NA,NA
Nani-vadal B.O,364522,B.O,Delivery,Amreli,Rajkot,Gujarat,Savar Kundla,Amreli,GUJARAT,NA,Badhada S.O,Amreli H.O,NA,NA
Narangadh B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Navaniya B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Nesdi B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Nilvala B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Ningla-2 B.O,365550,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dedan S.O,Amreli H.O,NA,NA
Oliya B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
P.A.Victor B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Padarsinga B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Panchtalvda B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Paniya B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Pansada B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
Pipallag B.O,365455,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Mota-ankadiya S.O,Amreli H.O,NA,NA
Pipalva B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Pipalva B.O,365650,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Khambha S.O,Amreli H.O,NA,NA
Piparadi B.O,364525,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vanda S.O,Amreli H.O,NA,NA
Pirkhijadiya B.O,365410,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chamaradi S.O,Amreli H.O,NA,NA
Pithadia B.O,365456,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vaghaniya S.O,Amreli H.O,NA,NA
Pithvadi B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Pithvajal B.O,365610,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babapur S.O,Amreli H.O,NA,NA
Piyava B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Rabarika B.O,365550,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dedan S.O,Amreli H.O,NA,NA
Rabhda B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Rajsathli B.O,365610,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babapur S.O,Amreli H.O,NA,NA
Rajula S.O,365560,S.O,Delivery,Amreli,Rajkot,Gujarat,Rajula,Amreli,GUJARAT,02794-222014,NA,Amreli H.O,NA,NA
Rampara,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,NA,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Rampur B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Rampur B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Randhiya B.O,365620,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chital S.O,Amreli H.O,NA,NA
Rangpur B.O,365601,B.O directly a/w Head Office,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,NA,Amreli H.O,NA,NA
Raydi B.O,365550,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dedan S.O,Amreli H.O,NA,NA
Ringanvala-mota B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Rohisa B.O,362730,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Timbi S.O,Amreli H.O,NA,NA
Rughnathpur B.O,365635,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Motasamdhiyala S.O,Amreli H.O,NA,NA
Sajanvav B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Sajiyavadar B.O,365630,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chalala S.O,Amreli H.O,NA,NA
Sajnatimba B.O,365535,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Liliya S.O,Amreli H.O,NA,NA
Saladi B.O,365535,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Liliya S.O,Amreli H.O,NA,NA
Samdhiyala B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Samdhiyala-1 B.O,365555,B.O,Delivery,Amreli,Rajkot,Gujarat,Rajula,Amreli,GUJARAT,NA,Dungar S.O,Amreli H.O,NA,NA
Sanala B.O,365450,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Kunkavav S.O,Amreli H.O,NA,NA
Sanali B.O,365450,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Kunkavav S.O,Amreli H.O,NA,NA
Sanaliya B.O,365535,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Liliya S.O,Amreli H.O,NA,NA
Sanosara B.O,365610,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babapur S.O,Amreli H.O,NA,NA
Santhali-bhukhli B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Sarakadiya B.O,365550,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dedan S.O,Amreli H.O,NA,NA
Sarmbhda B.O,365630,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chalala S.O,Amreli H.O,NA,NA
Sarsiya S.O,365660,S.O,Delivery,Amreli,Rajkot,Gujarat,Dhari,Amreli,GUJARAT,02797-221283,NA,Amreli H.O,NA,NA
Savar S.O,364515,S.O,Non-Delivery,Amreli,Rajkot,Gujarat,Savar Kundla,Amreli,GUJARAT,02845-242713,NA,Amreli H.O,NA,NA
Savarkundla S.O,364515,S.O,Delivery,Amreli,Rajkot,Gujarat,Savarkundla,Amreli,GUJARAT,02845-242613,NA,Amreli H.O,NA,NA
Senjal B.O,364515,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Savarkundla S.O,Amreli H.O,NA,NA
Shakhpur B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Shapar B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Visavadar,Junagadh,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Shedubhar B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Shekhpipariya B.O,365435,B.O,Delivery,Amreli,Rajkot,Gujarat,Lathi,Amreli,GUJARAT,NA,Chavand S.O,Amreli H.O,NA,NA
Shelana B.O,364525,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vanda S.O,Amreli H.O,NA,NA
Shilana B.O,365440,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Bagasra S.O,Amreli H.O,NA,NA
Shiyalbet B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Simran B.O,364521,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Jira S.O,Amreli H.O,NA,NA
Sonariya B.O,365601,B.O directly a/w Head Office,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,NA,Amreli H.O,NA,NA
Talda B.O,365550,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dedan S.O,Amreli H.O,NA,NA
Taraktalv B.O,365610,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babapur S.O,Amreli H.O,NA,NA
Tarvada B.O,365610,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babapur S.O,Amreli H.O,NA,NA
Tatania B.O,365650,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Khambha S.O,Amreli H.O,NA,NA
Thavi B.O,364525,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vanda S.O,Amreli H.O,NA,NA
Thnsa B.O,365220,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Damnagar S.O,Amreli H.O,NA,NA
Thoradi B.O,364522,B.O,Delivery,Amreli,Rajkot,Gujarat,Savar Kundla,Amreli,GUJARAT,NA,Badhada S.O,Amreli H.O,NA,NA
Timbi S.O,362730,S.O,Delivery,Amreli,Rajkot,Gujarat,Jafrabad,Amreli,GUJARAT,02794-288022,NA,Amreli H.O,NA,NA
Toda B.O,365430,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Lathi S.O (Amreli),Amreli H.O,NA,NA
Tori B.O,365480,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Vadia S.O,Amreli H.O,NA,NA
Trakuda B.O,365550,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Dedan S.O,Amreli H.O,NA,NA
Trambakpur B.O,365660,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Sarsiya S.O,Amreli H.O,NA,NA
Tramboda B.O,365410,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Chamaradi S.O,Amreli H.O,NA,NA
Uchaiya B.O,365560,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Rajula S.O,Amreli H.O,NA,NA
Umaraia B.O,365650,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Khambha S.O,Amreli H.O,NA,NA
Untvad B.O,365421,B.O,Delivery,Amreli,Rajkot,Gujarat,Amreli,Amreli,GUJARAT,NA,Babra S.O (Amreli),Amreli H.O,NA,NA
UTCL Kovaya S.O,365541,S.O,Delivery,Amreli,Rajkot,Gujarat,Rajula,Amreli,GUJARAT,02794-283914,NA,Amreli H.O,NA,NA
Vadal-moti B.O,364530,B.O,Delivery,Amreli,Rajkot,Gujarat,Savarkundla,Bhavnagar,GUJARAT,NA,Vijpadi S.O,Amreli H.O,NA,NA
